"UniqueID","Probability1"
6533,0.0140647910340785
6534,0.127419462855113
6535,0.850531130804847
6536,0.181266494428185
6537,0.544909221343393
6538,0.769258042842616
6539,0.897929322613168
6540,0.0982286268435505
6541,0.0327176550175149
6542,0.0720388331251645
6543,0.0671651821952909
6544,0.908573351874002
6545,0.0524599023941249
6546,0.0281608580265585
6547,0.0194628956388918
6548,0.828678804810305
6549,0.791588744656254
6550,0.201069070859025
6551,0.531001089655025
6552,0.0579040625759231
6553,0.211130044088026
6554,0.0852174241619626
6555,0.731617897702256
6556,0.0563800955619104
6557,0.00923431637035047
6558,0.587672558151716
6559,0.0803566817865694
6560,0.720427584070758
6561,0.44076414331207
6562,0.0474134458578643
6563,0.0476716456897321
6564,0.0781601896461342
6565,0.0231389138681063
6566,0.153636912047436
6567,0.165985451392486
6568,0.774703571534469
6569,0.67388696532298
6570,0.0689130730356173
6571,0.0665654066233619
6572,0.760399228226482
6573,0.696003520661175
6574,0.771019337492379
6575,0.0629502418270849
6576,0.633029644887833
6577,0.0168259025100348
6578,0.0612456861583135
6579,0.0182686760069084
6580,0.0571843141407295
6581,0.685961249328769
6582,0.0264698986090016
6583,0.0205990422587489
6584,0.200646635598301
6585,0.0275857467998544
6586,0.190662121116231
6587,0.179845120628966
6588,0.0188645028272316
6589,0.0133844004646502
6590,0.0308189570527338
6591,0.834739409948757
6592,0.0531323907846406
6593,0.0529419207152246
6594,0.0537855840550391
6595,0.0646089734625173
6596,0.0562351516986666
6597,0.0540973970021936
6598,0.0569545464534202
6599,0.0163089316119935
6600,0.431163316280378
6601,0.105309655432149
6602,0.0144703334538624
6603,0.0181250826275304
6604,0.0172203802075198
6605,0.13571552711082
6606,0.62805048349794
6607,0.0100311053430449
6608,0.757577069612468
6609,0.735571244410806
6610,0.00350254689946729
6611,0.080441688508065
6612,0.123555225099194
6613,0.0491795836631085
6614,0.034006474406257
6615,0.0432310835145289
6616,0.529994265580238
6617,0.281576522182371
6618,0.00648877543152288
6619,0.148369737483047
6620,0.00243738855892051
6621,0.0872169469078509
6622,0.139041492429071
6623,0.0345542640089693
6624,0.0204943705140677
6625,0.0349127725970864
6626,0.00946729335347456
6627,0.0372563960156352
6628,0.0021920767959165
6629,0.0312230882616378
6630,0.00795228840349229
6631,0.0237632826980445
6632,0.172865966120589
6633,0.774226025096945
6634,0.0118737550507568
6635,0.730831285420767
6636,0.33821504892834
6637,0.373952628168074
6638,0.375625034324655
6639,0.246540332152039
6640,0.294257276865101
6641,0.348386413278492
6642,0.318667953484139
6643,0.368643028767861
6644,0.361351628482518
6645,0.0412923249455042
6646,0.512300168367197
6647,0.0446476919822456
6648,0.059519044594707
6649,0.235455649777788
6650,0.713705022063473
6651,0.00852677805743398
6652,0.0775661928804374
6653,0.0326134018428583
6654,0.00584955510933123
6655,0.162146768005708
6656,0.127656761999745
6657,0.0260576475228514
6658,0.192241524332579
6659,0.059408904794771
6660,0.508329062002426
6661,0.0193393980812983
6662,0.0654577122990797
6663,0.0139666844574665
6664,0.437229307669368
6665,0.177679428249273
6666,0.0554887721659858
6667,0.101996960890035
6668,0.0242842941474693
6669,0.0166145978521933
6670,0.834050896678845
6671,0.828891524713792
6672,0.0506979537743315
6673,0.0712398231764512
6674,0.0218780666095655
6675,0.0454874806644075
6676,0.0574242249200819
6677,0.0566439885279794
6678,0.0264199738395561
6679,0.0248579258554145
6680,0.602929819486542
6681,0.0650298823781612
6682,0.0544541932495679
6683,0.171897622388277
6684,0.570981470673375
6685,0.0494313723019853
6686,0.0461659154516792
6687,0.0178111422767922
6688,0.668808656133352
6689,0.0202611531794289
6690,0.0397475074829103
6691,0.130789469612027
6692,0.0432276615020768
6693,0.0139184895215186
6694,0.689781851329236
6695,0.0221246243459523
6696,0.00316015120618962
6697,0.60910439789768
6698,0.0359996744357494
6699,0.0483569583950075
6700,0.0417294407744517
6701,0.577576960141591
6702,0.0440275708645574
6703,0.0296727251110067
6704,0.456345026658047
6705,0.247030466228197
6706,0.000544106138857481
6707,0.0797631544128094
6708,0.0390425534469612
6709,0.0673752461029533
6710,0.0426293801555356
6711,0.123803516373777
6712,0.053834201261527
6713,0.0224500330257288
6714,0.0485340016989441
6715,0.0582619720410892
6716,0.00217790395727697
6717,0.00947677019248013
6718,0.131248110707522
6719,0.00894011843228273
6720,0.603156276038494
6721,0.0078878080403278
6722,0.0319915039762456
6723,0.886082173863787
6724,0.11844818739849
6725,0.558343681796373
6726,0.10054359005399
6727,0.0468657555269413
6728,0.834636290059406
6729,0.0198698788935652
6730,0.00764380893095644
6731,0.879652906508509
6732,0.0556701554797223
6733,0.0525393845600007
6734,0.027981080627486
6735,0.0168574299404813
6736,0.0741262410890738
6737,0.0518492272282318
6738,0.156472479392755
6739,7.68029859136044e-06
6740,0.0170104591835972
6741,0.125934516238101
6742,0.0386783925224584
6743,0.0761379837349007
6744,0.00975901052813442
6745,0.227204385620887
6746,0.0497723092554936
6747,0.0640067321586624
6748,0.0746166256590371
6749,0.109238367959683
6750,0.682960140846369
6751,0.00746245463562805
6752,0.236398812846299
6753,0.99768382026265
6754,0.0262136048975117
6755,0.0622549711499965
6756,0.0637031042720154
6757,0.388712900698574
